Time,Aggregate
10/11/2013 00:11:00,236
10/11/2013 00:11:00,236
10/11/2013 00:11:00,236
10/11/2013 00:11:00,236
10/11/2013 00:11:00,235
10/11/2013 00:11:00,235
10/11/2013 00:12:00,236
10/11/2013 00:12:00,235
10/11/2013 00:12:00,235
10/11/2013 00:12:00,235
10/11/2013 00:12:00,235
10/11/2013 00:12:00,234
10/11/2013 00:12:00,234
10/11/2013 00:12:00,234
10/11/2013 00:12:00,233
10/11/2013 00:12:00,233
10/11/2013 00:13:00,235
10/11/2013 00:13:00,235
10/11/2013 00:13:00,235
10/11/2013 00:13:00,235
10/11/2013 00:13:00,235
10/11/2013 00:13:00,235
10/11/2013 00:13:00,235
10/11/2013 00:13:00,235
10/11/2013 00:13:00,235
10/11/2013 00:13:00,235
10/11/2013 00:13:00,234
10/11/2013 00:14:00,233
10/11/2013 00:14:00,233
10/11/2013 00:14:00,232
10/11/2013 00:14:00,231
10/11/2013 00:14:00,231
10/11/2013 00:14:00,230
10/11/2013 00:14:00,230
10/11/2013 00:14:00,230
10/11/2013 00:14:00,230
10/11/2013 00:15:00,232
10/11/2013 00:15:00,232
10/11/2013 00:15:00,232
10/11/2013 00:15:00,232
10/11/2013 00:15:00,232
10/11/2013 00:15:00,232
10/11/2013 00:15:00,232
10/11/2013 00:15:00,231
10/11/2013 00:15:00,231
10/11/2013 00:15:00,231
10/11/2013 00:16:00,232
10/11/2013 00:16:00,232
10/11/2013 00:16:00,232
10/11/2013 00:16:00,232
10/11/2013 00:16:00,232
10/11/2013 00:16:00,231
10/11/2013 00:16:00,230
10/11/2013 00:16:00,230
10/11/2013 00:17:00,233
10/11/2013 00:17:00,233
10/11/2013 00:17:00,230
10/11/2013 00:17:00,230
10/11/2013 00:17:00,230
10/11/2013 00:17:00,230
10/11/2013 00:17:00,230
10/11/2013 00:17:00,230
10/11/2013 00:17:00,230
10/11/2013 00:18:00,233
10/11/2013 00:18:00,233
10/11/2013 00:18:00,232
10/11/2013 00:18:00,232
10/11/2013 00:18:00,232
10/11/2013 00:18:00,230
10/11/2013 00:18:00,230
10/11/2013 00:18:00,230
10/11/2013 00:18:00,229
10/11/2013 00:18:00,229
10/11/2013 00:18:00,229
10/11/2013 00:19:00,233
10/11/2013 00:19:00,232
10/11/2013 00:19:00,232
10/11/2013 00:19:00,230
10/11/2013 00:19:00,230
10/11/2013 00:19:00,230
10/11/2013 00:19:00,229
10/11/2013 00:19:00,229
10/11/2013 00:19:00,195
10/11/2013 00:20:00,198
10/11/2013 00:20:00,196
10/11/2013 00:20:00,196
10/11/2013 00:20:00,195
10/11/2013 00:20:00,195
10/11/2013 00:20:00,195
10/11/2013 00:20:00,194
10/11/2013 00:20:00,193
10/11/2013 00:20:00,193
10/11/2013 00:21:00,196
10/11/2013 00:21:00,196
10/11/2013 00:21:00,196
10/11/2013 00:21:00,196
10/11/2013 00:21:00,195
10/11/2013 00:21:00,195
10/11/2013 00:21:00,195
10/11/2013 00:21:00,195
10/11/2013 00:21:00,195
10/11/2013 00:21:00,194
10/11/2013 00:22:00,196
10/11/2013 00:22:00,196
10/11/2013 00:22:00,196
10/11/2013 00:22:00,196
10/11/2013 00:22:00,195
10/11/2013 00:22:00,195
10/11/2013 00:22:00,195
10/11/2013 00:22:00,194
10/11/2013 00:23:00,196
10/11/2013 00:23:00,196
10/11/2013 00:23:00,196
10/11/2013 00:23:00,196
10/11/2013 00:23:00,196
10/11/2013 00:23:00,195
10/11/2013 00:23:00,195
10/11/2013 00:23:00,195
10/11/2013 00:23:00,194
10/11/2013 00:23:00,194
10/11/2013 00:23:00,194
10/11/2013 00:23:00,194
10/11/2013 00:24:00,198
10/11/2013 00:24:00,196
10/11/2013 00:24:00,196
10/11/2013 00:24:00,196
10/11/2013 00:24:00,196
10/11/2013 00:24:00,196
10/11/2013 00:24:00,194
10/11/2013 00:24:00,194
10/11/2013 00:24:00,194
10/11/2013 00:24:00,193
10/11/2013 00:25:00,196
10/11/2013 00:25:00,196
10/11/2013 00:25:00,195
10/11/2013 00:25:00,195
10/11/2013 00:25:00,195
10/11/2013 00:25:00,195
10/11/2013 00:25:00,195
10/11/2013 00:25:00,195
10/11/2013 00:25:00,194
10/11/2013 00:25:00,193
10/11/2013 00:26:00,195
10/11/2013 00:26:00,195
10/11/2013 00:26:00,195
10/11/2013 00:26:00,195
10/11/2013 00:26:00,194
10/11/2013 00:26:00,194
10/11/2013 00:26:00,194
10/11/2013 00:26:00,194
10/11/2013 00:26:00,194
10/11/2013 00:26:00,194
10/11/2013 00:27:00,198
10/11/2013 00:27:00,196
10/11/2013 00:27:00,194
10/11/2013 00:27:00,194
10/11/2013 00:27:00,194
10/11/2013 00:27:00,193
10/11/2013 00:27:00,193
10/11/2013 00:28:00,197
10/11/2013 00:28:00,197
10/11/2013 00:28:00,196
10/11/2013 00:28:00,196
10/11/2013 00:28:00,195
10/11/2013 00:28:00,195
10/11/2013 00:28:00,195
10/11/2013 00:28:00,195
10/11/2013 00:28:00,194
10/11/2013 00:28:00,193
10/11/2013 00:29:00,195
10/11/2013 00:29:00,195
10/11/2013 00:29:00,194
10/11/2013 00:29:00,194
10/11/2013 00:29:00,194
10/11/2013 00:29:00,194
10/11/2013 00:29:00,193
10/11/2013 00:29:00,193
10/11/2013 00:29:00,193
10/11/2013 00:29:00,193
10/11/2013 00:30:00,197
10/11/2013 00:30:00,196
10/11/2013 00:30:00,195
10/11/2013 00:30:00,195
10/11/2013 00:30:00,195
10/11/2013 00:30:00,195
10/11/2013 00:30:00,194
10/11/2013 00:30:00,194
10/11/2013 00:30:00,193
10/11/2013 00:30:00,193
10/11/2013 00:31:00,196
10/11/2013 00:31:00,196
10/11/2013 00:31:00,194
10/11/2013 00:31:00,194
10/11/2013 00:31:00,194
10/11/2013 00:31:00,194
10/11/2013 00:31:00,194
10/11/2013 00:31:00,193
10/11/2013 00:31:00,193
10/11/2013 00:32:00,196
10/11/2013 00:32:00,195
10/11/2013 00:32:00,194
10/11/2013 00:32:00,194
10/11/2013 00:32:00,194
10/11/2013 00:32:00,193
10/11/2013 00:32:00,193
10/11/2013 00:32:00,193
10/11/2013 00:32:00,193
10/11/2013 00:32:00,191
10/11/2013 00:32:00,191
10/11/2013 00:33:00,244
10/11/2013 00:33:00,242
10/11/2013 00:33:00,242
10/11/2013 00:33:00,212
10/11/2013 00:33:00,205
10/11/2013 00:33:00,205
10/11/2013 00:33:00,195
10/11/2013 00:33:00,191
10/11/2013 00:34:00,245
10/11/2013 00:34:00,245
10/11/2013 00:34:00,244
10/11/2013 00:34:00,244
10/11/2013 00:34:00,229
10/11/2013 00:34:00,229
10/11/2013 00:34:00,229
10/11/2013 00:34:00,227
10/11/2013 00:34:00,225
10/11/2013 00:34:00,221
10/11/2013 00:35:00,228
10/11/2013 00:35:00,228
10/11/2013 00:35:00,208
10/11/2013 00:35:00,208
10/11/2013 00:35:00,207
10/11/2013 00:35:00,207
10/11/2013 00:35:00,207
10/11/2013 00:35:00,206
10/11/2013 00:35:00,205
10/11/2013 00:36:00,211
10/11/2013 00:36:00,210
10/11/2013 00:36:00,210
10/11/2013 00:36:00,208
10/11/2013 00:36:00,208
10/11/2013 00:36:00,208
10/11/2013 00:36:00,207
10/11/2013 00:36:00,207
10/11/2013 00:36:00,206
10/11/2013 00:36:00,205
10/11/2013 00:36:00,197
10/11/2013 00:37:00,212
10/11/2013 00:37:00,212
10/11/2013 00:37:00,209
10/11/2013 00:37:00,207
10/11/2013 00:37:00,207
10/11/2013 00:37:00,207
10/11/2013 00:37:00,206
10/11/2013 00:37:00,206
10/11/2013 00:37:00,206
10/11/2013 00:37:00,205
10/11/2013 00:38:00,207
10/11/2013 00:38:00,207
10/11/2013 00:38:00,206
10/11/2013 00:38:00,206
10/11/2013 00:38:00,206
10/11/2013 00:38:00,205
10/11/2013 00:38:00,205
10/11/2013 00:38:00,205
10/11/2013 00:38:00,205
10/11/2013 00:39:00,207
10/11/2013 00:39:00,206
10/11/2013 00:39:00,206
10/11/2013 00:39:00,206
10/11/2013 00:39:00,206
10/11/2013 00:39:00,206
10/11/2013 00:39:00,206
10/11/2013 00:39:00,206
10/11/2013 00:39:00,206
10/11/2013 00:40:00,208
10/11/2013 00:40:00,207
10/11/2013 00:40:00,207
10/11/2013 00:40:00,207
10/11/2013 00:40:00,207
10/11/2013 00:40:00,207
10/11/2013 00:40:00,206
10/11/2013 00:40:00,206
10/11/2013 00:40:00,206
10/11/2013 00:40:00,205
10/11/2013 00:41:00,205
10/11/2013 00:41:00,205
10/11/2013 00:41:00,205
10/11/2013 00:41:00,205
10/11/2013 00:41:00,205
10/11/2013 00:41:00,205
10/11/2013 00:41:00,205
10/11/2013 00:41:00,204
10/11/2013 00:41:00,204
10/11/2013 00:42:00,207
10/11/2013 00:42:00,207
10/11/2013 00:42:00,206
10/11/2013 00:42:00,206
10/11/2013 00:42:00,206
10/11/2013 00:42:00,206
10/11/2013 00:42:00,206
10/11/2013 00:42:00,206
10/11/2013 00:42:00,206
10/11/2013 00:43:00,1153
10/11/2013 00:43:00,1153
10/11/2013 00:43:00,1153
10/11/2013 00:43:00,1150
10/11/2013 00:43:00,1150
10/11/2013 00:43:00,1141
10/11/2013 00:43:00,1140
10/11/2013 00:43:00,205
10/11/2013 00:44:00,1149
10/11/2013 00:44:00,1145
10/11/2013 00:44:00,1143
10/11/2013 00:44:00,1143
10/11/2013 00:44:00,1141
10/11/2013 00:44:00,1141
10/11/2013 00:44:00,1140
10/11/2013 00:44:00,1140
10/11/2013 00:44:00,1139
10/11/2013 00:44:00,1136
10/11/2013 00:44:00,1136
10/11/2013 00:45:00,1148
10/11/2013 00:45:00,1148
10/11/2013 00:45:00,1146
10/11/2013 00:45:00,1142
10/11/2013 00:45:00,1141
10/11/2013 00:45:00,1139
10/11/2013 00:45:00,1138
10/11/2013 00:45:00,1138
10/11/2013 00:45:00,1138
10/11/2013 00:45:00,1138
10/11/2013 00:46:00,1155
10/11/2013 00:46:00,1140
10/11/2013 00:46:00,1140
10/11/2013 00:46:00,1140
10/11/2013 00:46:00,1138
10/11/2013 00:46:00,1136
10/11/2013 00:46:00,1136
10/11/2013 00:46:00,1129
10/11/2013 00:47:00,1157
10/11/2013 00:47:00,1145
10/11/2013 00:47:00,1143
10/11/2013 00:47:00,1142
10/11/2013 00:48:00,1161
10/11/2013 00:48:00,1161
10/11/2013 00:48:00,1149
10/11/2013 00:48:00,1145
10/11/2013 00:48:00,1140
10/11/2013 00:48:00,1140
10/11/2013 00:49:00,1162
10/11/2013 00:49:00,1150
10/11/2013 00:49:00,1149
10/11/2013 00:49:00,1144
10/11/2013 00:49:00,1137
10/11/2013 00:49:00,1137
10/11/2013 00:50:00,1172
10/11/2013 00:50:00,1167
10/11/2013 00:50:00,1149
10/11/2013 00:50:00,1149
10/11/2013 00:50:00,1148
10/11/2013 00:51:00,1154
10/11/2013 00:51:00,1154
10/11/2013 00:51:00,1151
10/11/2013 00:51:00,1151
10/11/2013 00:51:00,1148
10/11/2013 00:51:00,1148
10/11/2013 00:51:00,1146
10/11/2013 00:52:00,1155
10/11/2013 00:52:00,1155
10/11/2013 00:52:00,1143
10/11/2013 00:52:00,1143
10/11/2013 00:52:00,1141
10/11/2013 00:52:00,1141
10/11/2013 00:52:00,1140
10/11/2013 00:53:00,1160
10/11/2013 00:53:00,1160
10/11/2013 00:53:00,1142
10/11/2013 00:53:00,1142
10/11/2013 00:53:00,1142
10/11/2013 00:53:00,1139
10/11/2013 00:54:00,1155
10/11/2013 00:54:00,1154
10/11/2013 00:54:00,1154
10/11/2013 00:54:00,1154
10/11/2013 00:54:00,1139
10/11/2013 00:54:00,1139
10/11/2013 00:54:00,1139
10/11/2013 00:54:00,1139
10/11/2013 00:54:00,1136
10/11/2013 00:55:00,1149
10/11/2013 00:55:00,1149
10/11/2013 00:55:00,1146
10/11/2013 00:55:00,1146
10/11/2013 00:55:00,1144
10/11/2013 00:55:00,1144
10/11/2013 00:55:00,1137
10/11/2013 00:55:00,1137
10/11/2013 00:55:00,1135
10/11/2013 00:56:00,1138
10/11/2013 00:56:00,1138
10/11/2013 00:56:00,1138
10/11/2013 00:56:00,1138
10/11/2013 00:56:00,1136
10/11/2013 00:56:00,1135
10/11/2013 00:56:00,1135
10/11/2013 00:57:00,1166
10/11/2013 00:57:00,1166
10/11/2013 00:57:00,1159
10/11/2013 00:57:00,1155
10/11/2013 00:57:00,1155
10/11/2013 00:57:00,1145
10/11/2013 00:57:00,1133
10/11/2013 00:58:00,1171
10/11/2013 00:58:00,1171
10/11/2013 00:58:00,1150
10/11/2013 00:58:00,1150
10/11/2013 00:58:00,1145
10/11/2013 00:58:00,1145
10/11/2013 00:58:00,1142
10/11/2013 00:59:00,1148
10/11/2013 00:59:00,1148
10/11/2013 00:59:00,1147
10/11/2013 00:59:00,1146
10/11/2013 00:59:00,1144
10/11/2013 00:59:00,1144
10/11/2013 00:59:00,1139
10/11/2013 01:00:00,1155
10/11/2013 01:00:00,1140
10/11/2013 01:00:00,1140
10/11/2013 01:00:00,1139
10/11/2013 01:00:00,1139
10/11/2013 01:00:00,1138
10/11/2013 01:00:00,1135
10/11/2013 01:01:00,1167
10/11/2013 01:01:00,1167
10/11/2013 01:01:00,1146
10/11/2013 01:01:00,1146
10/11/2013 01:01:00,1142
10/11/2013 01:01:00,1142
10/11/2013 01:01:00,1137
10/11/2013 01:01:00,1137
10/11/2013 01:01:00,1137
10/11/2013 01:02:00,1169
10/11/2013 01:02:00,1169
10/11/2013 01:02:00,1155
10/11/2013 01:02:00,1155
10/11/2013 01:02:00,1151
10/11/2013 01:02:00,1150
10/11/2013 01:02:00,1143
10/11/2013 01:03:00,1164
10/11/2013 01:03:00,1164
10/11/2013 01:03:00,1155
10/11/2013 01:03:00,1155
10/11/2013 01:03:00,1155
10/11/2013 01:03:00,1155
10/11/2013 01:03:00,1144
10/11/2013 01:03:00,1144
10/11/2013 01:03:00,1143
10/11/2013 01:04:00,1164
10/11/2013 01:04:00,1164
10/11/2013 01:04:00,1157
10/11/2013 01:04:00,1155
10/11/2013 01:04:00,1150
10/11/2013 01:04:00,1150
10/11/2013 01:04:00,1142
10/11/2013 01:04:00,1142
10/11/2013 01:05:00,1155
10/11/2013 01:05:00,1155
10/11/2013 01:05:00,1155
10/11/2013 01:05:00,1152
10/11/2013 01:05:00,1152
10/11/2013 01:05:00,1152
10/11/2013 01:05:00,1151
10/11/2013 01:06:00,1172
10/11/2013 01:06:00,1172
10/11/2013 01:06:00,1172
10/11/2013 01:06:00,1159
10/11/2013 01:06:00,1158
10/11/2013 01:06:00,1158
10/11/2013 01:06:00,1155
10/11/2013 01:06:00,1155
10/11/2013 01:06:00,1135
10/11/2013 01:06:00,1135
10/11/2013 01:07:00,1215
10/11/2013 01:07:00,1202
10/11/2013 01:07:00,1202
10/11/2013 01:07:00,1151
10/11/2013 01:07:00,1151
10/11/2013 01:07:00,1143
10/11/2013 01:07:00,1137
10/11/2013 01:08:00,1209
10/11/2013 01:08:00,1207
10/11/2013 01:08:00,1203
10/11/2013 01:08:00,1189
10/11/2013 01:08:00,1189
10/11/2013 01:09:00,1220
10/11/2013 01:09:00,1203
10/11/2013 01:09:00,1202
10/11/2013 01:09:00,1201
10/11/2013 01:09:00,1200
10/11/2013 01:09:00,1200
10/11/2013 01:10:00,1216
10/11/2013 01:10:00,1216
10/11/2013 01:10:00,1207
10/11/2013 01:10:00,1207
10/11/2013 01:10:00,1193
10/11/2013 01:10:00,1185
10/11/2013 01:10:00,1185
10/11/2013 01:10:00,1181
10/11/2013 01:10:00,1181
10/11/2013 01:11:00,1190
10/11/2013 01:11:00,1190
10/11/2013 01:11:00,1190
10/11/2013 01:11:00,1183
10/11/2013 01:11:00,1183
10/11/2013 01:11:00,1182
10/11/2013 01:11:00,1182
10/11/2013 01:11:00,1182
10/11/2013 01:11:00,1182
10/11/2013 01:11:00,1181
10/11/2013 01:12:00,1183
10/11/2013 01:12:00,1183
10/11/2013 01:12:00,1181
10/11/2013 01:12:00,1181
10/11/2013 01:12:00,1180
10/11/2013 01:12:00,1180
10/11/2013 01:13:00,1212
10/11/2013 01:13:00,1212
10/11/2013 01:13:00,1199
10/11/2013 01:13:00,1182
10/11/2013 01:13:00,1182
10/11/2013 01:13:00,1181
10/11/2013 01:13:00,1181
10/11/2013 01:14:00,1193
10/11/2013 01:14:00,1190
10/11/2013 01:14:00,1186
10/11/2013 01:14:00,1186
10/11/2013 01:14:00,1184
10/11/2013 01:14:00,1184
10/11/2013 01:14:00,1184
10/11/2013 01:14:00,1176
10/11/2013 01:14:00,1174
10/11/2013 01:14:00,1174
10/11/2013 01:15:00,1211
10/11/2013 01:15:00,1209
10/11/2013 01:15:00,1192
10/11/2013 01:15:00,1188
10/11/2013 01:15:00,1187
10/11/2013 01:15:00,1187
10/11/2013 01:15:00,1184
10/11/2013 01:15:00,1184
10/11/2013 01:16:00,1207
10/11/2013 01:16:00,1207
10/11/2013 01:16:00,1193
10/11/2013 01:16:00,1193
10/11/2013 01:16:00,1191
10/11/2013 01:16:00,1191
10/11/2013 01:16:00,1190
10/11/2013 01:16:00,1190
10/11/2013 01:17:00,1209
10/11/2013 01:17:00,1209
10/11/2013 01:17:00,1194
10/11/2013 01:17:00,1186
10/11/2013 01:17:00,1186
10/11/2013 01:17:00,1182
10/11/2013 01:17:00,1182
10/11/2013 01:17:00,1175
10/11/2013 01:18:00,1203
10/11/2013 01:18:00,1197
10/11/2013 01:18:00,1197
10/11/2013 01:18:00,1197
10/11/2013 01:18:00,1197
10/11/2013 01:18:00,1191
10/11/2013 01:18:00,1191
10/11/2013 01:18:00,1183
10/11/2013 01:18:00,1183
10/11/2013 01:19:00,1200
10/11/2013 01:19:00,1200
10/11/2013 01:19:00,1190
10/11/2013 01:19:00,1190
10/11/2013 01:19:00,1182
10/11/2013 01:19:00,1182
10/11/2013 01:19:00,1179
10/11/2013 01:20:00,1214
10/11/2013 01:20:00,1214
10/11/2013 01:20:00,1214
10/11/2013 01:20:00,1195
10/11/2013 01:20:00,1176
10/11/2013 01:20:00,1175
10/11/2013 01:20:00,1175
10/11/2013 01:21:00,1261
10/11/2013 01:21:00,1241
10/11/2013 01:21:00,1241
10/11/2013 01:21:00,1241
10/11/2013 01:21:00,1239
10/11/2013 01:21:00,1239
10/11/2013 01:21:00,1180
10/11/2013 01:21:00,1180
10/11/2013 01:21:00,1174
10/11/2013 01:21:00,1174
10/11/2013 01:22:00,1257
10/11/2013 01:22:00,1255
10/11/2013 01:22:00,1255
10/11/2013 01:22:00,1241
10/11/2013 01:22:00,1228
10/11/2013 01:22:00,1228
10/11/2013 01:22:00,1227
10/11/2013 01:23:00,1255
10/11/2013 01:23:00,1255
10/11/2013 01:23:00,1235
10/11/2013 01:23:00,1229
10/11/2013 01:23:00,1229
10/11/2013 01:23:00,1227
10/11/2013 01:23:00,1227
10/11/2013 01:24:00,1211
10/11/2013 01:24:00,1201
10/11/2013 01:24:00,1201
10/11/2013 01:24:00,1199
10/11/2013 01:24:00,1199
10/11/2013 01:24:00,1193
10/11/2013 01:25:00,1205
10/11/2013 01:25:00,1193
10/11/2013 01:25:00,1193
10/11/2013 01:25:00,1187
10/11/2013 01:25:00,1187
10/11/2013 01:25:00,1185
10/11/2013 01:25:00,1185
10/11/2013 01:26:00,1203
10/11/2013 01:26:00,1195
10/11/2013 01:26:00,1195
10/11/2013 01:26:00,1195
10/11/2013 01:26:00,1193
10/11/2013 01:26:00,1193
10/11/2013 01:26:00,1176
10/11/2013 01:26:00,1176
10/11/2013 01:26:00,1169
10/11/2013 01:26:00,1169
10/11/2013 01:27:00,1184
10/11/2013 01:27:00,1183
10/11/2013 01:27:00,1176
10/11/2013 01:27:00,1168
10/11/2013 01:27:00,1168
10/11/2013 01:27:00,1168
10/11/2013 01:27:00,1167
10/11/2013 01:27:00,1167
10/11/2013 01:27:00,1166
10/11/2013 01:27:00,1166
10/11/2013 01:28:00,1162
10/11/2013 01:28:00,1160
10/11/2013 01:28:00,1160
10/11/2013 01:28:00,1160
10/11/2013 01:28:00,1160
10/11/2013 01:28:00,1160
10/11/2013 01:28:00,1158
10/11/2013 01:28:00,1158
10/11/2013 01:29:00,1174
10/11/2013 01:29:00,1168
10/11/2013 01:29:00,1168
10/11/2013 01:29:00,1166
10/11/2013 01:29:00,1165
10/11/2013 01:30:00,1166
10/11/2013 01:30:00,1166
10/11/2013 01:30:00,1164
10/11/2013 01:30:00,1164
10/11/2013 01:30:00,1164
10/11/2013 01:30:00,1160
10/11/2013 01:30:00,1160
10/11/2013 01:30:00,1159
10/11/2013 01:30:00,1159
10/11/2013 01:30:00,1159
10/11/2013 01:31:00,1177
10/11/2013 01:31:00,1170
10/11/2013 01:31:00,1170
10/11/2013 01:31:00,1164
10/11/2013 01:31:00,1164
10/11/2013 01:31:00,1163
10/11/2013 01:31:00,1163
10/11/2013 01:31:00,1163
10/11/2013 01:31:00,1160
10/11/2013 01:31:00,1160
10/11/2013 01:32:00,1189
10/11/2013 01:32:00,1178
10/11/2013 01:32:00,1173
10/11/2013 01:32:00,1173
10/11/2013 01:32:00,1168
10/11/2013 01:32:00,1163
10/11/2013 01:32:00,1163
10/11/2013 01:33:00,1193
10/11/2013 01:33:00,1190
10/11/2013 01:33:00,1177
10/11/2013 01:33:00,1174
10/11/2013 01:33:00,1173
10/11/2013 01:33:00,1173
10/11/2013 01:33:00,1165
10/11/2013 01:33:00,1165
10/11/2013 01:33:00,1165
10/11/2013 01:34:00,1182
10/11/2013 01:34:00,1174
10/11/2013 01:34:00,1173
10/11/2013 01:34:00,1173
10/11/2013 01:34:00,1164
10/11/2013 01:34:00,1164
10/11/2013 01:34:00,1164
10/11/2013 01:35:00,1251
10/11/2013 01:35:00,1241
10/11/2013 01:35:00,1229
10/11/2013 01:35:00,1229
10/11/2013 01:35:00,1225
10/11/2013 01:35:00,1225
10/11/2013 01:35:00,1167
10/11/2013 01:36:00,1254
10/11/2013 01:36:00,1254
10/11/2013 01:36:00,1254
10/11/2013 01:36:00,1248
10/11/2013 01:36:00,1238
10/11/2013 01:36:00,1229
10/11/2013 01:36:00,1229
10/11/2013 01:36:00,1229
10/11/2013 01:36:00,1229
10/11/2013 01:36:00,1229
10/11/2013 01:37:00,1249
10/11/2013 01:37:00,1235
10/11/2013 01:37:00,1232
10/11/2013 01:37:00,1232
10/11/2013 01:37:00,1231
10/11/2013 01:37:00,1231
10/11/2013 01:37:00,1230
10/11/2013 01:38:00,1245
10/11/2013 01:38:00,1245
10/11/2013 01:38:00,1235
10/11/2013 01:38:00,1235
10/11/2013 01:38:00,1228
10/11/2013 01:38:00,1228
10/11/2013 01:38:00,1221
10/11/2013 01:38:00,1221
10/11/2013 01:38:00,1221
10/11/2013 01:39:00,1247
10/11/2013 01:39:00,1247
10/11/2013 01:39:00,1246
10/11/2013 01:39:00,1246
10/11/2013 01:39:00,1240
10/11/2013 01:39:00,1240
10/11/2013 01:39:00,1240
10/11/2013 01:39:00,1225
10/11/2013 01:39:00,1225
10/11/2013 01:39:00,1225
10/11/2013 01:40:00,1249
10/11/2013 01:40:00,1232
10/11/2013 01:40:00,1232
10/11/2013 01:40:00,1229
10/11/2013 01:40:00,1229
10/11/2013 01:40:00,1223
10/11/2013 01:40:00,1223
10/11/2013 01:41:00,1251
10/11/2013 01:41:00,1251
10/11/2013 01:41:00,1247
10/11/2013 01:41:00,1247
10/11/2013 01:41:00,1234
10/11/2013 01:41:00,1234
10/11/2013 01:41:00,1228
10/11/2013 01:41:00,1228
10/11/2013 01:42:00,1249
10/11/2013 01:42:00,1225
10/11/2013 01:42:00,1225
10/11/2013 01:42:00,1225
10/11/2013 01:42:00,1225
10/11/2013 01:42:00,1222
10/11/2013 01:42:00,1222
10/11/2013 01:42:00,1222
10/11/2013 01:42:00,1219
10/11/2013 01:42:00,1219
10/11/2013 01:43:00,1234
10/11/2013 01:43:00,1227
10/11/2013 01:43:00,1220
10/11/2013 01:43:00,1220
10/11/2013 01:43:00,1220
10/11/2013 01:43:00,1211
10/11/2013 01:43:00,1211
10/11/2013 01:43:00,1206
10/11/2013 01:43:00,1206
10/11/2013 01:44:00,3467
10/11/2013 01:44:00,3435
10/11/2013 01:44:00,3435
10/11/2013 01:44:00,3409
10/11/2013 01:44:00,3409
10/11/2013 01:44:00,3409
10/11/2013 01:44:00,1216
10/11/2013 01:44:00,1216
10/11/2013 01:44:00,1204
10/11/2013 01:45:00,3393
10/11/2013 01:45:00,3393
10/11/2013 01:45:00,3387
10/11/2013 01:45:00,3387
10/11/2013 01:45:00,3385
10/11/2013 01:45:00,3385
10/11/2013 01:45:00,3384
10/11/2013 01:45:00,3384
