Time,Aggregate,Day,Month
26/09/2013 16:45,148.94,26,9
26/09/2013 16:50,186.0625,26,9
26/09/2013 16:55,1207.16,26,9
26/09/2013 17:00,2743.428571,26,9
26/09/2013 17:05,2096.38,26,9
26/09/2013 17:10,2480.96,26,9
26/09/2013 17:15,1341.78,26,9
26/09/2013 17:20,1878.84,26,9
26/09/2013 17:25,1394.26,26,9
26/09/2013 17:30,1610.02,26,9
26/09/2013 17:35,1249.02,26,9
26/09/2013 17:40,1754.2,26,9
26/09/2013 17:45,2912.1,26,9
26/09/2013 17:50,2596.28,26,9
26/09/2013 17:55,1955.653061,26,9
26/09/2013 18:00,479.46,26,9
26/09/2013 18:05,416.7,26,9
26/09/2013 18:10,276.48,26,9
26/09/2013 18:15,277.9183673,26,9
26/09/2013 18:20,826.3333333,26,9
26/09/2013 18:25,618.3877551,26,9
26/09/2013 18:30,516.7142857,26,9
26/09/2013 18:35,541.76,26,9
26/09/2013 18:40,423.8125,26,9
26/09/2013 18:45,422.755102,26,9
26/09/2013 18:50,402.9795918,26,9
26/09/2013 18:55,408.5510204,26,9
26/09/2013 19:00,450.7,26,9
26/09/2013 19:05,446.8,26,9
26/09/2013 19:10,416.62,26,9
26/09/2013 19:15,418.4166667,26,9
26/09/2013 19:20,425.3191489,26,9
26/09/2013 19:25,422.9795918,26,9
26/09/2013 19:30,485.8979592,26,9
26/09/2013 19:35,453.9387755,26,9
26/09/2013 19:40,447.1428571,26,9
26/09/2013 19:45,1897.612245,26,9
26/09/2013 19:50,541.52,26,9
26/09/2013 19:55,498.54,26,9
26/09/2013 20:00,578.66,26,9
26/09/2013 20:05,646.46,26,9
26/09/2013 20:10,637.4285714,26,9
26/09/2013 20:15,571.122449,26,9
26/09/2013 20:20,465.7291667,26,9
26/09/2013 20:25,464.3673469,26,9
26/09/2013 20:30,430,26,9
26/09/2013 20:35,337.84,26,9
26/09/2013 20:40,826.2857143,26,9
26/09/2013 20:45,492.0816327,26,9
26/09/2013 20:50,513.22,26,9
26/09/2013 20:55,412.9166667,26,9
26/09/2013 21:00,344.0425532,26,9
26/09/2013 21:05,339.9387755,26,9
26/09/2013 21:10,388.9583333,26,9
26/09/2013 21:15,379.6875,26,9
26/09/2013 21:20,333.9375,26,9
26/09/2013 21:25,343.4375,26,9
26/09/2013 21:30,347.5918367,26,9
26/09/2013 21:35,255.7446809,26,9
26/09/2013 21:40,308.7083333,26,9
26/09/2013 21:45,281.125,26,9
26/09/2013 21:50,268.1632653,26,9
26/09/2013 21:55,205.74,26,9
26/09/2013 22:00,205.0816327,26,9
26/09/2013 22:05,234.7755102,26,9
26/09/2013 22:10,363.5,26,9
26/09/2013 22:15,413.2857143,26,9
26/09/2013 22:20,356.6938776,26,9
26/09/2013 22:25,161.96,26,9
26/09/2013 22:30,151.62,26,9
26/09/2013 22:35,151.4693878,26,9
26/09/2013 22:40,153.44,26,9
26/09/2013 22:45,198.0816327,26,9
26/09/2013 22:50,300.3469388,26,9
26/09/2013 22:55,272.2553191,26,9
26/09/2013 23:00,199.84,26,9
26/09/2013 23:05,164.9607843,26,9
26/09/2013 23:10,151.88,26,9
26/09/2013 23:15,178.3,26,9
26/09/2013 23:20,197.36,26,9
26/09/2013 23:25,193.1,26,9
26/09/2013 23:30,197.6,26,9
26/09/2013 23:35,301.4081633,26,9
26/09/2013 23:40,308.08,26,9
26/09/2013 23:45,254.84,26,9
26/09/2013 23:50,293.3,26,9
26/09/2013 23:55,287.3,26,9
27/09/2013 00:00,252.32,27,9
27/09/2013 00:05,200.8125,27,9
27/09/2013 00:10,213.1632653,27,9
27/09/2013 00:15,202.7959184,27,9
27/09/2013 00:20,264.4081633,27,9
27/09/2013 00:25,246.375,27,9
27/09/2013 00:30,193.6530612,27,9
27/09/2013 00:35,153.0208333,27,9
27/09/2013 00:40,151.5319149,27,9
27/09/2013 00:45,151.2826087,27,9
27/09/2013 00:50,554.0416667,27,9
27/09/2013 00:55,307.4791667,27,9
27/09/2013 01:00,302.1836735,27,9
27/09/2013 01:05,232.9387755,27,9
27/09/2013 01:10,151.2708333,27,9
27/09/2013 01:15,152.7916667,27,9
27/09/2013 01:20,152.4583333,27,9
27/09/2013 01:25,229.8541667,27,9
27/09/2013 01:30,327.6170213,27,9
27/09/2013 01:35,418.6808511,27,9
27/09/2013 01:40,313.04,27,9
27/09/2013 01:45,295.6326531,27,9
27/09/2013 01:50,202.1632653,27,9
27/09/2013 01:55,219.0208333,27,9
27/09/2013 02:00,287.9782609,27,9
27/09/2013 02:05,200.75,27,9
27/09/2013 02:10,171.0833333,27,9
27/09/2013 02:15,211.8367347,27,9
27/09/2013 02:20,201.125,27,9
27/09/2013 02:25,200.877551,27,9
27/09/2013 02:30,190.9583333,27,9
27/09/2013 02:35,195.0208333,27,9
27/09/2013 02:40,189.5833333,27,9
27/09/2013 02:45,151.9375,27,9
27/09/2013 02:50,151.7234043,27,9
27/09/2013 02:55,201.0204082,27,9
27/09/2013 03:00,234.58,27,9
27/09/2013 03:05,305.5306122,27,9
27/09/2013 03:10,220.78,27,9
27/09/2013 03:15,164.5102041,27,9
27/09/2013 03:20,180.9591837,27,9
27/09/2013 03:25,203.18,27,9
27/09/2013 03:30,202.6530612,27,9
27/09/2013 03:35,359.7708333,27,9
27/09/2013 03:40,415.9795918,27,9
27/09/2013 03:45,384.9183673,27,9
27/09/2013 03:50,247.0833333,27,9
27/09/2013 03:55,193.58,27,9
27/09/2013 04:00,152.3541667,27,9
27/09/2013 04:05,170.3265306,27,9
27/09/2013 04:10,195.9,27,9
27/09/2013 04:15,223.5306122,27,9
27/09/2013 04:20,221,27,9
27/09/2013 04:25,204.8979592,27,9
27/09/2013 04:30,403.8979592,27,9
27/09/2013 04:35,357.7708333,27,9
27/09/2013 04:40,436.4897959,27,9
27/09/2013 04:45,433.1428571,27,9
27/09/2013 04:50,1132.416667,27,9
27/09/2013 04:55,195.9574468,27,9
27/09/2013 05:00,209.1458333,27,9
27/09/2013 05:05,204.0652174,27,9
27/09/2013 05:10,239.2340426,27,9
27/09/2013 05:15,272.6666667,27,9
27/09/2013 05:20,287.8541667,27,9
27/09/2013 05:25,274.46,27,9
27/09/2013 05:30,314.6875,27,9
27/09/2013 05:35,318.4897959,27,9
27/09/2013 05:40,431.1836735,27,9
27/09/2013 05:45,522.52,27,9
27/09/2013 05:50,1977.7,27,9
27/09/2013 05:55,718.42,27,9
27/09/2013 06:00,327.6938776,27,9
27/09/2013 06:05,366.8979592,27,9
27/09/2013 06:10,338.1632653,27,9
27/09/2013 06:15,370.7916667,27,9
27/09/2013 06:20,481.9583333,27,9
27/09/2013 06:25,443.0833333,27,9
27/09/2013 06:30,256.86,27,9
27/09/2013 06:35,234.26,27,9
27/09/2013 06:40,1519.24,27,9
27/09/2013 06:45,202.06,27,9
27/09/2013 06:50,217.2040816,27,9
27/09/2013 06:55,194.745098,27,9
27/09/2013 07:00,177.3877551,27,9
27/09/2013 07:05,657.8958333,27,9
27/09/2013 07:10,177.9591837,27,9
27/09/2013 07:15,294.3541667,27,9
27/09/2013 07:20,323.4081633,27,9
27/09/2013 07:25,407.46,27,9
27/09/2013 07:30,475.0408163,27,9
27/09/2013 07:35,433.7959184,27,9
27/09/2013 07:40,421.72,27,9
27/09/2013 07:45,266.4489796,27,9
27/09/2013 07:50,216.7959184,27,9
27/09/2013 07:55,240.9795918,27,9
27/09/2013 08:00,177.32,27,9
27/09/2013 08:05,152.38,27,9
27/09/2013 08:10,165.4081633,27,9
27/09/2013 08:15,275.5744681,27,9
27/09/2013 08:20,287.5490196,27,9
27/09/2013 08:25,166.1,27,9
27/09/2013 08:30,148.56,27,9
27/09/2013 08:35,210.7,27,9
27/09/2013 08:40,366.7959184,27,9
27/09/2013 08:45,406.745098,27,9
27/09/2013 08:50,427.58,27,9
27/09/2013 08:55,370.8979592,27,9
27/09/2013 09:00,233.8163265,27,9
27/09/2013 09:05,189.6,27,9
27/09/2013 09:10,238.44,27,9
27/09/2013 09:15,303.8,27,9
27/09/2013 09:20,477.38,27,9
27/09/2013 09:25,388.14,27,9
27/09/2013 09:30,347.0816327,27,9
27/09/2013 09:35,377.94,27,9
27/09/2013 09:40,432.66,27,9
27/09/2013 09:45,1302.04,27,9
27/09/2013 09:50,358.04,27,9
27/09/2013 09:55,387.06,27,9
27/09/2013 10:00,360.74,27,9
27/09/2013 10:05,408.1,27,9
27/09/2013 10:10,400.2244898,27,9
27/09/2013 10:15,1083.3,27,9
27/09/2013 10:20,2890.5,27,9
27/09/2013 10:25,1908.36,27,9
27/09/2013 10:30,1824.3,27,9
27/09/2013 10:35,1602.94,27,9
27/09/2013 10:40,763.86,27,9
27/09/2013 10:45,642.5,27,9
27/09/2013 10:50,770.7555556,27,9
27/09/2013 10:55,679.2,27,9
27/09/2013 11:00,776.7,27,9
27/09/2013 11:05,707.46,27,9
27/09/2013 11:10,740.42,27,9
27/09/2013 11:15,644.04,27,9
27/09/2013 11:20,967.28,27,9
27/09/2013 11:25,1328.346939,27,9
27/09/2013 11:30,962.78,27,9
27/09/2013 11:35,1115.44,27,9
27/09/2013 11:40,1742.66,27,9
27/09/2013 11:45,1678.64,27,9
27/09/2013 11:50,1694.08,27,9
27/09/2013 11:55,1803,27,9
27/09/2013 12:00,1738.469388,27,9
27/09/2013 12:05,1825.82,27,9
27/09/2013 12:10,1791.5,27,9
27/09/2013 12:15,1675.22449,27,9
27/09/2013 12:20,1772.02,27,9
27/09/2013 12:25,1746.318182,27,9
27/09/2013 12:30,1616.692308,27,9
27/09/2013 12:35,1918.1,27,9
27/09/2013 12:40,1955.346939,27,9
27/09/2013 12:45,1853.32,27,9
27/09/2013 12:50,1879.42,27,9
27/09/2013 12:55,1808.68,27,9
27/09/2013 13:00,1604.12,27,9
27/09/2013 13:05,1180.958333,27,9
27/09/2013 13:10,843.76,27,9
27/09/2013 13:15,1087.72,27,9
27/09/2013 13:20,1300.88,27,9
27/09/2013 13:25,1170.72,27,9
27/09/2013 13:30,1314.58,27,9
27/09/2013 13:35,1327.02,27,9
27/09/2013 13:40,1555.72,27,9
27/09/2013 13:45,1501.9,27,9
27/09/2013 13:50,1138.02,27,9
27/09/2013 13:55,733.38,27,9
27/09/2013 14:00,1020.02,27,9
27/09/2013 14:05,1570.8,27,9
27/09/2013 14:10,1965.693878,27,9
27/09/2013 14:15,1671.019608,27,9
27/09/2013 14:20,1301.673469,27,9
27/09/2013 14:25,1054.470588,27,9
27/09/2013 14:30,754.4,27,9
27/09/2013 14:35,794.8,27,9
27/09/2013 14:40,596.12,27,9
27/09/2013 14:45,617.04,27,9
27/09/2013 14:50,391.98,27,9
27/09/2013 14:55,243.16,27,9
27/09/2013 15:00,170.44,27,9
27/09/2013 15:05,130.3,27,9
27/09/2013 15:10,131.4285714,27,9
27/09/2013 15:15,151.8958333,27,9
27/09/2013 15:20,191.24,27,9
27/09/2013 15:25,161.74,27,9
27/09/2013 15:30,174.44,27,9
27/09/2013 15:35,177.244898,27,9
27/09/2013 15:40,174.5510204,27,9
27/09/2013 15:45,138.72,27,9
27/09/2013 15:50,159.52,27,9
27/09/2013 15:55,140.62,27,9
27/09/2013 16:00,161.76,27,9
27/09/2013 16:05,151.06,27,9
27/09/2013 16:10,149.58,27,9
27/09/2013 16:15,208.0416667,27,9
27/09/2013 16:20,330.3461538,27,9
27/09/2013 16:25,239.7083333,27,9
27/09/2013 16:30,197.254902,27,9
27/09/2013 16:35,229.54,27,9
27/09/2013 16:40,252.6122449,27,9
27/09/2013 16:45,141.78,27,9
27/09/2013 16:50,144.68,27,9
27/09/2013 16:55,819.36,27,9
27/09/2013 17:00,282.28,27,9
27/09/2013 17:05,531.08,27,9
27/09/2013 17:10,546.4,27,9
27/09/2013 17:15,775.5,27,9
27/09/2013 17:20,711.2,27,9
27/09/2013 17:25,743.28,27,9
27/09/2013 17:30,780.26,27,9
27/09/2013 17:35,2801.98,27,9
27/09/2013 17:40,3652.5,27,9
27/09/2013 17:45,3051.2,27,9
27/09/2013 17:50,2473.9,27,9
27/09/2013 17:55,2148.42,27,9
27/09/2013 18:00,2214.8,27,9
27/09/2013 18:05,2284.46,27,9
27/09/2013 18:10,2385.02,27,9
27/09/2013 18:15,1670.4,27,9
27/09/2013 18:20,780.6326531,27,9
27/09/2013 18:25,1074.72,27,9
27/09/2013 18:30,779.44,27,9
27/09/2013 18:35,642.44,27,9
27/09/2013 18:40,694.9591837,27,9
27/09/2013 18:45,691.02,27,9
27/09/2013 18:50,677.88,27,9
27/09/2013 18:55,591.8958333,27,9
27/09/2013 19:00,594.3877551,27,9
27/09/2013 19:05,705.2857143,27,9
27/09/2013 19:10,772.5,27,9
27/09/2013 19:15,875.8958333,27,9
27/09/2013 19:20,867.8163265,27,9
27/09/2013 19:25,807.88,27,9
27/09/2013 19:30,702.1875,27,9
27/09/2013 19:35,2078.833333,27,9
27/09/2013 19:40,694.48,27,9
27/09/2013 19:45,817.3877551,27,9
27/09/2013 19:50,717.9375,27,9
27/09/2013 19:55,765.5625,27,9
27/09/2013 20:00,691.5,27,9
27/09/2013 20:05,774.7727273,27,9
27/09/2013 20:10,939.3448276,27,9
27/09/2013 20:15,1950.086957,27,9
27/09/2013 20:20,,27,9
27/09/2013 20:25,,27,9
27/09/2013 20:30,,27,9
27/09/2013 20:35,,27,9
27/09/2013 20:40,,27,9
27/09/2013 20:45,808.3448276,27,9
27/09/2013 20:50,963.4634146,27,9
27/09/2013 20:55,867.6666667,27,9
27/09/2013 21:00,,27,9
27/09/2013 21:05,,27,9
27/09/2013 21:10,,27,9
27/09/2013 21:15,,27,9
27/09/2013 21:20,,27,9
27/09/2013 21:25,688.1463415,27,9
27/09/2013 21:30,664.4588235,27,9
27/09/2013 21:35,573.7142857,27,9
27/09/2013 21:40,551.4,27,9
27/09/2013 21:45,548.76,27,9
27/09/2013 21:50,557.2040816,27,9
27/09/2013 21:55,706.5714286,27,9
27/09/2013 22:00,635.4489796,27,9
27/09/2013 22:05,572.5531915,27,9
27/09/2013 22:10,478.6734694,27,9
27/09/2013 22:15,414.3333333,27,9
27/09/2013 22:20,414.8571429,27,9
27/09/2013 22:25,531.4285714,27,9
27/09/2013 22:30,470.1836735,27,9
27/09/2013 22:35,345.8571429,27,9
27/09/2013 22:40,265.18,27,9
27/09/2013 22:45,252.2553191,27,9
27/09/2013 22:50,213.75,27,9
27/09/2013 22:55,712.3673469,27,9
27/09/2013 23:00,263.0208333,27,9
27/09/2013 23:05,255.8333333,27,9
27/09/2013 23:10,236.7755102,27,9
27/09/2013 23:15,247.5833333,27,9
27/09/2013 23:20,227.3829787,27,9
27/09/2013 23:25,289.8958333,27,9
27/09/2013 23:30,372.8367347,27,9
27/09/2013 23:35,391.2765957,27,9
27/09/2013 23:40,291.25,27,9
27/09/2013 23:45,215.2083333,27,9
27/09/2013 23:50,204.9375,27,9
27/09/2013 23:55,203.3265306,27,9
28/09/2013 00:00,222.64,28,9
28/09/2013 00:05,350.8510638,28,9
28/09/2013 00:10,303.5510204,28,9
28/09/2013 00:15,262.9795918,28,9
28/09/2013 00:20,200.3,28,9
28/09/2013 00:25,156.38,28,9
28/09/2013 00:30,152.875,28,9
28/09/2013 00:35,179.9375,28,9
28/09/2013 00:40,199.18,28,9
28/09/2013 00:45,194.5625,28,9
28/09/2013 00:50,205.6,28,9
28/09/2013 00:55,200.6666667,28,9
28/09/2013 01:00,200.625,28,9
28/09/2013 01:05,1036.166667,28,9
28/09/2013 01:10,313.4489796,28,9
28/09/2013 01:15,2216.12766,28,9
28/09/2013 01:20,2580.346939,28,9
28/09/2013 01:25,2574.416667,28,9
28/09/2013 01:30,1099.244898,28,9
28/09/2013 01:35,446.2083333,28,9
28/09/2013 01:40,522.5306122,28,9
28/09/2013 01:45,553.7916667,28,9
28/09/2013 01:50,514.5102041,28,9
28/09/2013 01:55,333.5833333,28,9
28/09/2013 02:00,1200.84,28,9
28/09/2013 02:05,2486.16,28,9
28/09/2013 02:10,2496.14,28,9
28/09/2013 02:15,2543.38,28,9
28/09/2013 02:20,2029.1,28,9
28/09/2013 02:25,236.8367347,28,9
28/09/2013 02:30,199.08,28,9
28/09/2013 02:35,172.94,28,9
28/09/2013 02:40,152.5833333,28,9
28/09/2013 02:45,186.92,28,9
28/09/2013 02:50,198.4897959,28,9
28/09/2013 02:55,189.1836735,28,9
28/09/2013 03:00,208.38,28,9
28/09/2013 03:05,202.4,28,9
28/09/2013 03:10,202.98,28,9
28/09/2013 03:15,305.14,28,9
28/09/2013 03:20,294.4,28,9
28/09/2013 03:25,290.6,28,9
28/09/2013 03:30,226.4693878,28,9
28/09/2013 03:35,203.84,28,9
28/09/2013 03:40,209.2653061,28,9
28/09/2013 03:45,315.28,28,9
28/09/2013 03:50,356.46,28,9
28/09/2013 03:55,314.0869565,28,9
28/09/2013 04:00,331,28,9
28/09/2013 04:05,331,28,9
28/09/2013 04:10,331,28,9
28/09/2013 04:15,331,28,9
28/09/2013 04:20,331,28,9
28/09/2013 04:25,331,28,9
28/09/2013 04:30,331,28,9
28/09/2013 04:35,331,28,9
28/09/2013 04:40,331,28,9
28/09/2013 04:45,331,28,9
28/09/2013 04:50,331,28,9
28/09/2013 04:55,331,28,9
28/09/2013 05:00,331,28,9
28/09/2013 05:05,331,28,9
28/09/2013 05:10,331,28,9
28/09/2013 05:15,331,28,9
28/09/2013 05:20,331,28,9
28/09/2013 05:25,283.4,28,9
28/09/2013 05:30,212,28,9
28/09/2013 05:35,278.8163265,28,9
